URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/QLD FRASER COAST  Venues.html,QLD,QLD FRASER COAST  Venues,HOWARD,"Bambooland, 87 Old Coach Road Howard",,www.bambooland.com.au,info@bambooland.com.au,YES,YES,NO,NO,NO," HOWARD - Bambooland, 87 Old Coach Road Howard CRITERIA     Bamboo Land is a bamboo, ginger and heliconia specialised nursery featuring a collection of the world's finest non-invasive bamboos. All varieties (including gingers and heliconias) are growing for display on our 40 acre property with 10 acres of landscaped bamboo parklands, allowing customers, enthusiasts and general public to view the mature clumps.  There is an accessible toilet within the complex.",http://www.australiaforall.com/Images/QLD/Bamboo Land GIFF.gif
http://www.australiaforall.com/QLD FRASER COAST  Venues.html,QLD,QLD FRASER COAST  Venues,WOODGATE,"The Banksia  Track & Boardwalk, Woodgate.",,www.derm.qld.gov.au,info@derm.qld.gov.au,YES,YES,NO,NO,NO,"WOODGATE - The Banksia  Track & Boardwalk, Woodgate. CRITERIA     The Woodgate section of Burrum Coast National Park conserves essential habitat for wildlife of the coastal vegetation communities. It starts with a boardwalk experience through a melaleuca (tea tree) swamp.   Wheelchair accessible facilities are provided in three areas in the Woodgate section.  Hoppy Larks Creek day-usearea has a wheelchair accessible track to a viewing platform with a picnic table and fishing platform on the banks of the Gregory River. The boardwalk section (800 m return) of the Banksia track from Acacia Street through a melaleuca (tea-tree) swamp is wheelchair-accessible and offers a very enjoyable 20-minute return experience for visitors with restricted mobility.  Walkers Point day-use area is wheelchair accessible with paved areas to picnic tables and about 250 m of sealed walking track.",http://www.australiaforall.com/Images/QLD/Banksia boardwalk  GIFF.gif
http://www.australiaforall.com/QLD FRASER COAST Restaurants.html,QLD,QLD FRASER COAST Restaurants,PIALBA,115 Boat Harbour Drive,(07) 4124 4111,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO,The Tavern provides table service inside the restaurant or on the large outside veranda deck.  The bar and restaurant are open for lunch and dinner.      Phone: (07) 4124 4111,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD FRASER COAST Restaurants.html,QLD,QLD FRASER COAST Restaurants,URANGAN,Dayman Park,(07) 4194 6733 or (07) 4128 9828,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO,"The restaurant is situated on the beach with views of Fraser Island, Urangan pier and any marine life in the sea fronting the restaurant.  This restaurant has an accessible unisex toilet  and easy access to and within the facility. It is also attached  to the REEF WORLD aquarium complex.  Bookings for the restaurant are essential.    Phone:   (07) 4194 6733  or (07) 4128 9828",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD FRASER COAST Restaurants.html,QLD,QLD FRASER COAST Restaurants,URANGAN,The Bayswater Restaurant The Esplanade,(07) 4194 9700,www.mildura-deakin.com.au,infobayswater@bigpond.com.au,YES,YES,NO,NO,NO,The Bayswater Restaurant is situated within the Peppers Pier Resort & Spa complex. This is a fine dining restaurant that is now open and has facilities suitable for people with disabilities.  Contact:    Phone:  (07) 4194 9700    e-mail: infobayswater@bigpond.com.au  website:  ,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD FRASER COAST  CTC.html,QLD,QLD FRASER COAST  CTC,Hervey Bay RSL,11 Torquay Road Pialba,,www.herveybayrsl.com.au,admin@herveybayrsl.com.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/QLD/HB RSL GIFF.gif
http://www.australiaforall.com/QLD FRASER COAST  CTC.html,QLD,QLD FRASER COAST  CTC,Hervey Bay Boat Club,Buccaneer Drive Urangan,,www.boatclub.com.au/sporties.html,lighthouse@boatclub.com.au,YES,NO,NO,NO,NO,,http://www.australiaforall.com/Images/QLD/HBBoat Club.gif
http://www.australiaforall.com/QLD FRASER COAST  CTC.html,QLD,QLD FRASER COAST  CTC,Hervey Bay Sportsmen's Club,"10 Pier St, Urangan",,www.boatclub.com.au/sporties.html,lighthouse@boatclub.com.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/QLD/sporties.jpg
http://www.australiaforall.com/QLD CENTRAL COAST  Hotel.html,QLD,QLD CENTRAL COAST  Hotel,BUNDABERG,7 Quay Street,13 2400,www.burnettmotel.com.au,,YES,YES,YES,NO,NO,This hotel has one  accessible   suite  suitable  f or  people  with disabilities.  The bed in this suite  can  also be  raised on  blocks to service the use of a hoist ( the hoist must be  brought  or  pre-hired by the guest). When booking please specify that a hoist will be used. There is also a Bar & Bistro which are open every day.   Phone:   13 2400 website:  www.burnettmotel.com.au,http://www.australiaforall.com/Images/QLD/Riversidelodge Bundy.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Hotel.html,QLD,QLD CENTRAL COAST  Hotel,MACKAY,"Mercure Grande Suites, 9 Gregory Street",+61 07 4989 1000,www.mackaygrandesuites.com.au,stay@mackaygrandesuites.com.au,YES,YES,NO,NO,NO,"Mercure Grande Suites Mackay is in the city centre, only 10 minutes drive from the airport and 5 minutes from local beaches. The hotel features 90 studios or one bedroom, fully self contained suites and 2 rooms for guests with disabilities.  There are two restaurants, two bars, a gaming lounge, indoor swimming pool and spa. The complex incorporates a shopping centre with 30 specialty outlets. Phone:  +61 07 4989 1000 e-mail: stay@mackaygrandesuites.com.au website: http://www.mackaygrandesuites.com.au",http://www.australiaforall.com/Images/QLD/Grand Mercure Suites Mackay GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Hotel.html,QLD,QLD CENTRAL COAST  Hotel,TOWNSVILLE,"Hotel Ibis Townsville, 12 14 Palmer Street",+61 (0) 7 47532000,www.accorhotels.com.au/5935,h5935@accor.com,YES,YES,NO,NO,NO,"Hotel Ibis Townsville is conveniently located in the heart of the city's dining precinct and only a few minutes walk from the main shopping centre of Flinders Mall. The hotel features 118 rooms, 5 of which are accessible to guests with disabilities. There is  a cafe with alfresco dining.  Guests also enjoy close proximity to the popular Strand development, with its beautiful beaches, swimming pool, community art and public events. Phone: +61 (0) 7 47532000 e-mail: h5935@accor.com website: http://www.accorhotels.com.au/5935",http://www.australiaforall.com/Images/QLD/Hotel Ibis Townsville GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Hotel.html,QLD,QLD CENTRAL COAST  Hotel,AIRLIE BEACH,"Summit Apartments, 15 Flame Tree Court",07 4946 3400 or toll free   1800 463 417,www.summitairliebeach.com.au,stay@summitairliebeach.com.au,YES,YES,NO,NO,NO,"Summit Apartments comprise 61 serviced  apartments,  2 of which are wheelchair accessible.  The property features large fully self-contained apartments with sweeping Coral Sea and rainforest views.    Summit  Apartments are nestled against the foothills of Conway National Park  and are located only minutes from the centre of Airlie Beach. Phone: 07 4946 3400 or toll free   1800 463 417 e-mail: stay@summitairliebeach.com.au website: www.summitairliebeach.com.au",http://www.australiaforall.com/Images/QLD/Summit Apartments GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Hotel.html,QLD,QLD CENTRAL COAST  Hotel,Holiday Inn,"334 Flinders Mall, Townsville 4810",61-7-47292000 or toll free:  1 800 669 562,www.holidayinn.com/,reservations@holidayinntownsville.com.au,YES,YES,NO,NO,NO,"Nicknamed 'the Sugar Shaker', Holiday Inn Townsville is Townsville's tallest building enjoying panoramic views of Magnetic Island and sparkling blue waters of the Coral Sea, Holiday Inn Townsville is an ideal place to explore the surrounding areas. Situated in the heart of Townsville, it is 7 kilometres away from the airport. The Museum of Tropical Queensland, Reef HQ Aquarium, Pandora Museum as well as the Castle Hill are nearby.  The hotel has 1967 rooms including 3 which are accessible to tourists with mobility aids.   Service animals are welcome Phone: 61-7-47292000 or Toll Free:  1 800 669 562 e-mail:reservations@holidayinntownsville.com.au website:www.holidayinn.com  ",http://www.australiaforall.com/Images/QLD/Holiday Inn Townsville GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Motel.html,QLD,QLD CENTRAL COAST  Motel,BARGARA,"Kacys Bargara Beach Motel, The Esplanade",(07) 4130 1100,www.bargaramotel.com.au,,YES,YES,NO,NO,NO,Kacys  Bargara Beach Motel and restaurant opened in September 2003.  There are two accessible  rooms   for guests with disabilities.      Phone: (07) 4130 1100 website: www.bargaramotel.com.au,http://www.australiaforall.com/Images/QLD/kacys.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Motel.html,QLD,QLD CENTRAL COAST  Motel,BUNDABERG,Best Western Boulevard Lodge,(07) 4131 9191 or toll free 1800 019 132,www.boulevardlodge.bestwestern.com.au,,YES,YES,NO,NO,NO,"Opened   in  January   2002   the  Lodge  incorporates   d`Arcys licensed   restaurant.    There  are  two  units  with   facilities  for people with disabilities with  seemless  front  entrance  access. Best   Western   Boulevard Lodge  is   located  adjacent   to  a multiplex cinema, sporting   club   and   Bundaberg`s   largest shopping centre.    Phone: (07) 4131 9191 or toll free 1800 019 132 website: www.boulevardlodge.bestwestern.com.au",http://www.australiaforall.com/Images/QLD/Boulevarde Lodge.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Motel.html,QLD,QLD CENTRAL COAST  Motel,AYR,The Ayrline Motel   129 Edwards Street.,07 4783 1100,www.ayrlinemotel.com.au/,ayrlinemotel@bigpond.com,YES,YES,YES,NO,NO,"The Ayrline Motel is centrally located in the heart of town located on the corner of Edwards and Graham streets, opposite Subway and the Bus terminal. The Motel is within walking distance of hotels, restaurants, function centres, RSL club, theatre, cinema and shopping centres.   The Motel has 8 units including 1 which is accessible for tourists with a mobility aid.   Delicious home-style evening meals delivered to your unit. Lunch boxes available on request.  Continental style and cooked breakfasts are always available. Phone: 07 4783 1100 e-mail: ayrlinemotel@bigpond.com website: www.ayrlinemotel.com.au",http://www.australiaforall.com/Images/QLD/Ayrline Motel GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Motel.html,QLD,QLD CENTRAL COAST  Motel,AIRLIE BEACH,"Airlie Beach Motor Lodge,  6 Lamond Street.    ",07 4946 6418 or toll free 1 800 810 925,www.airliebeachmotorlodge.com.au/,stay@airliebeachmotorlodge.com.au,YES,NO,NO,NO,NO,"Airlie Beach Motor Lodge is for both motel and self-contained accommodation in the Whitsundays. This boutique hotel has a resort style atmosphere with lush gardens, lots of tropical birds and great facilities.   The motel has 14 units including 3 which are accessible for guests with a mobility impairment.   You can enjoy the beach, water sports and take day tours into one of Australia's most beautiful coastal marine parks Phone: 07 4946 6418 or Toll free 1 800 810 925 e-mail: stay@airliebeachmotorlodge.com.au website: http://www.airliebeachmotorlodge.com.au",http://www.australiaforall.com/Images/QLD/Airlie Beach Motor Lodge  GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Motel.html,QLD,QLD CENTRAL COAST  Motel,MOORE PARK,"Moore Park Beach Motel,  29 Club Ave      ",(07) 4159 8332,www.mooreparkbeachmotel.com.au/,info@mooreparkbeachmotel.com.au,YES,YES,NO,NO,NO,"The Moore Park Beach Motel is located in Moore Park, a peaceful area just 15km north of Bundaberg, Queensland.  The motel has one wheelchair accessible room with good access to the patio at the front.    It is home to Bundaberg™s best beach, 17klms of unbroken sand and ocean, and just 200m from Moore Park Beach Motel. With a glorious beach, parks and playgrounds, the duck pond, bike track and lagoon walk, the motel is ideal for a peaceful, safe, relaxing holiday. Just across the road is the children™s playground and the Moore Park Beach Bowls & Sports Club. The motel welcomes your pets travelling with you; the beach and park opposite are also pet-friendly. Phone: (07) 4159 8332 e-mail: info@mooreparkbeachmotel.com.au website: www.mooreparkbeachmotel.com.au",http://www.australiaforall.com/Images/QLD/Moore Park Beach Motel GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Bed and Breakfast.html,QLD,QLD CENTRAL COAST  Bed and Breakfast,YEPPOON,"While Away B & B 44, Todd Avenue, Yeppoon",,www.whileawaybandb.com.au,,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/QLD/While Away.gif
http://www.australiaforall.com/QLD CENTRAL COAST Holiday Parks.html,QLD,QLD CENTRAL COAST Holiday Parks,Whitsunday Islands,Daydream Island Resort and Spa,+61 (07) 3259 2302 or mobile: +61 448 016 783,www.daydreamisland.com/,reservations@daydreamisland.com,YES,YES,NO,NO,NO,"Daydream Island has a tropical climate and is located within the Whitsunday Islands group located on the North Eastern coast of Queensland, Australia.  Daydream Island Resort and Spa has 296 rooms and suites including one which is accessible to guests with mobility aids. , Each room offers views of tropical waters or rainforest.  Lovers of food and wine can choose to dine at one of three licensed restaurants. Daydream's signature restaurant Mermaids, overlooks three stunning bronze life-size mermaid sculptures sitting atop a rocky outcrop on the shores of the Whitsunday Passage.  Hamilton Island Airport and the ferry to Daydream Island are both accessible to visitors with wheelchairs or other forms of mobility aids. Phone: +61 (07) 3259 2302 or Mobile: +61 448 016 783 e-mail: reservations@daydreamisland.com website: www.daydreamisland.com",http://www.australiaforall.com/Images/QLD/Daydream Island  GIFF.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Venues.html,QLD,QLD CENTRAL COAST  Venues,Riverside Parklands Boardwalk,Quay street,riverside parklands boardwalk - quay street,,,YES,YES,NO,NO,NO,  Riverside Parklands Boardwalk  - Quay street CRITERIA     The entrance to this boardwalk is adjacent to the Riverside Parklands Cafe. The boardwalk leads to the river bank and mooring pontoons. This boardwalk is wheelchair accessible but their are quite long sections of ramp with landings every 9 metres.,http://www.australiaforall.com/Images/QLD/Riverside Parklands Cafe.gif
http://www.australiaforall.com/QLD CENTRAL COAST  Venues.html,QLD,QLD CENTRAL COAST  Venues,Bundaberg Regional Art Gallery,1 Barolin Street,bundaberg regional art gallery - 1 barolin street,,,YES,YES,NO,NO,NO,"Bundaberg Regional Art Gallery - 1 Barolin Street CRITERIA     The Bundaberg Arts Centre is an A-Grade regional gallery based in the Central Business District of Bundaberg City. The Centre features three exhibition spaces that host regional, state and national traveling exhibitions and local exhibitions of visual arts, crafts and social history.  The Gallery is wheelchair accessible.  The car park has designated parking spaces.",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CENTRAL COAST  Venues.html,QLD,QLD CENTRAL COAST  Venues,"Capricorn Tourism Information Centre, Gladstone Road","Capricorn Tourism Information Centre, Gladstone Road","capricorn tourism information centre, gladstone road",www.mildura-deakin.com.au,,YES,YES,NO,NO,NO,"  Capricorn Tourism Information Centre,  Gladstone Road CRITERIA     The region incorporates the local authority areas of Rockhampton, Fitzroy, Livingstone, Peak Downs, Emerald, Bauhinia, Jericho and Duaringa Shires, stretching from the Capricorn Coast and Great Keppel Island in the east, west through Rockhampton and Gracemere, then travelling out to Emerald, the Sapphire Gemfields and Carnarvon Gorge. This Information Centre has an accessible unisex toilet for visitors with disabilities.",http://www.australiaforall.com/Images/QLD/Capricorn Tourist Centre.jpg
http://www.australiaforall.com/QLD CENTRAL COAST  Venues.html,QLD,QLD CENTRAL COAST  Venues,Sarina Arts & Craft Centre,Railway Square,sarina arts & craft centre - railway square,www.sarinatourism.com,sarinainfo@mackay.net.au,YES,YES,NO,NO,NO,"Sarina Arts & Craft Centre - Railway Square CRITERIA     The Shire of Sarina is well known for the quality of the art and craft produced by its very talented residents.  The Sarina Tourist Art and Craft Centre is located on the Bruce Highway 34 kilometres south of Mackay and 314 kilometres north of Rockhampton. The location is ideal, as it is at the southern approach to Sarina.   Disabled toilets and disabled access ramp are available",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CENTRAL COAST  Venues.html,QLD,QLD CENTRAL COAST  Venues,Riverway Arts Centre,20 Village Boulevard,riverway arts centre - 20 village boulevard,,,YES,YES,NO,NO,NO,"Riverway Arts Centre - 20 Village Boulevard CRITERIA     The Riverway Arts Centre (housing a performance space and art gallery), is devised as a €˜geographical™ formation with the parkland rising over its roof from one end and the lagoon-facing end evolved as a series of serrations where water enters the built environment and vice-versa.  The €˜green roof™ to the Arts Centre represents an innovative solution to the question of incorporating built form within the parkland without resulting in a decrease in the amount of green space",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CENTRAL COAST Restaurants.html,QLD,QLD CENTRAL COAST Restaurants,Riverside Parklands Cafe,Quay Street,,,,YES,YES,NO,NO,NO,Have a  drink and snack in very pleasant riverside surrounds. There is parking for people with disabilities close to the cafe.  The whole area is wheelchair accessible and there is a unisex accessible toilet within the cafe area,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CENTRAL COAST  CTC.html,QLD,QLD CENTRAL COAST  CTC,BUNDABERG,"RSL Club 17, Quay Street",(07) 4132 6500,www.bundyrsl.com,,YES,YES,NO,NO,NO,"The Bundaberg RSL Club is accessible throughout, with a lift to the upper floor. The Quay 17 Bistro is open  7 days for lunch at 12 noon. It is also open for dinner - Saturday to Thursday form 6pm and on Friday from 5.30pm. Sunday morning &quot;Brekky On The Quay&quot; from 8am to 10am.      Phone:   (07) 4132 6500 website:   www.bundyrsl.com",http://www.australiaforall.com/Images/QLD/Bundy RSL GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Hotel.html,QLD,QLD CAIRNS and NORTH Hotel,CAIRNS,Tropic Towers Cairns Holiday Apartments,(07) 4031 3955 or int&#39;l. +61 7 4031 3955,www.tropictowers.com.au,,YES,YES,NO,NO,NO,"Located     on    Sheridan    Street    it   has    a,    two     bedroom accessible apartment with all  doors greater   than  800mm  and shower / toilet facilities for people with disabilities.  It has a  fully equipped kitchen, laundry facilities, air-conditioning and private balcony.     Phone: (07) 4031 3955 or Int&#39;l.  +61 7 4031 3955 website: www.tropictowers.com.au",http://www.australiaforall.com/Images/QLD/Tropic Towers.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Hotel.html,QLD,QLD CAIRNS and NORTH Hotel,CAIRNS,217 The Esplanade.,1800 079 131,www.dolphinwaters.com.au> ,reservations@mercure-harbourside.com.au,YES,YES,NO,NO,NO,"Nestled  on  the   picturesque   Cairns  Esplanade,  the   Mercure Hotel Harbourside  Cairns  is  a  comfortable  four  star  property located close to the International/Domestic Airports and  vibrant city centre.   Every one of  the  173  rooms,  including   the  2  for guests with disabilities,  have  stunning  views  to  either  Trinity Bay or the surrounding tropical mountains.   Phone:   1800 079 131    e-mail:   reservations@mercure-harbourside.com.au website:   www.accorhotels.com.au/1762",http://www.australiaforall.com/Images/QLD/Mercure Harbourside GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Hotel.html,QLD,QLD CAIRNS and NORTH Hotel,PALM COVE,"Sebel Reef House & Spa, 99 Williams Esplanade.",,www.reefhouse.com.au/,reservations@tsrhpc.mirvac.com,YES,NO,NO,NO,NO,"Palm Cove is a cosmopolitan beachside village, only 25 minutes north of Cairns, where nature abounds with centuries old majestic melaleucas, coconut palm fringed beaches and tropical gardens. Entry into reception is by way of a wide accessible ramp.  With only 69 rooms and suites, including 1 accessible room for guests with a disability the Sebel Reef House & Spa maintains the relaxed feel of a small, sophisticated hotel.  Entry into the hotels™ restaurant is from the main ramp. There are no steps or lips into the restaurant making access very easy.    Assistance dogs are welcome on the premises. Phone : 07 4055 3633 e-mail: reservations@tsrhpc.mirvac.com website: www.reefhouse.com.au",http://www.australiaforall.com/Images/QLD/Sebel Reef Hotel GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Hotel.html,QLD,QLD CAIRNS and NORTH Hotel,PORT DOUGLAS,PORT DOUGLAS,,www.macrossanhouse-port-douglas.com.au/,info@macrossanhouse-port-douglas.com.au,YES,YES,NO,NO,YES,"Macrossan House Boutique Holiday Apartments offers peaceful accommodation in a great location in the Port Douglas village centre. A private secluded oasis, steps from Port Douglas shops and restaurants with a short stroll to the beach and the marina.  Entry into the Macrossan House reception  is via a ramp which is easy to negotiate. Assistance dogs are welcome and may stay in the owner™s room.  Macrossan House has 1 accessible apartment for tourists with a disability. There is an undercover car park located within the property, but there is no lift from the car park to the reception area. Guests with a disability need to negotiate the steep driveway or park on the  street where there is accessible car parking. Phone : 07 4099 4366 e-mail: info@macrossanhouse-port-douglas.com.au website: www.macrossanhouse-port-douglas.com.au",http://www.australiaforall.com/Images/QLD/Macrossan House GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH  Motel.html,QLD,QLD CAIRNS and NORTH  Motel,CAIRNS,Heritage Motel 8 Minnie Street.,phone:(07) 4051 1211 or toll free 1800 212 212,www.heritagecairns.com.au,,YES,YES,NO,NO,NO,"Opened in 2002, this is a superb modern motel only 10 minutes drive to / from Cairns airport and major cruise terminals. We are a short distance from the world class  recently  revamped   and exciting Cairns  Esplanade.   Come  and  explore  our  beautiful city.     There  is  accommodation   available   with  facilities   for people with disabilities.   Phone:(07) 4051 1211 or toll free 1800 212 212 website: www.heritagecairns.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CAIRNS and NORTH Holiday Parks.html,QLD,QLD CAIRNS and NORTH Holiday Parks,CAIRNS,26 Canon Street.,07 4053 5111,www.cairnscolonialclub.com.au,info@cairnscolonialclub.com.au,YES,YES,NO,NO,NO,"Beautifully nestled in a place where you can relax and enjoy the stunning North Queensland tropical atmosphere and its surroundings, the Cairns Colonial Club Resort is suitable for couples, families and large groups to discover this beautiful paradise.  The Resort has 2 accessible rooms for tourists with a disability, each with interconnecting rooms.  Cairns Colonial Club is situated on 4.5 hectares (11 acres) of tropical landscaped gardens only 4km from Cairns City Centre and 7km from Cairns International Airport.  Entry into reception is through a large open level area with no steps or thresholds.  Phone: 07 4053 5111 e-mail: info@cairnscolonialclub.com.au website: www.cairnscolonialclub.com.au",http://www.australiaforall.com/Images/QLD/Cairns Colonial GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Holiday Parks.html,QLD,QLD CAIRNS and NORTH Holiday Parks,CAIRNS,Novotel Cairns Oasis Resort 122 Lake Street,(07) 4080 1888,www.accorhotels.com.au/0534,res@oasis-cairns.com.au,YES,YES,NO,NO,NO,"The Novotel Cairns Oasis Resort is the  treasure  of  the  famous tropical   city.   Combining     fresh    contemporary    decor   with relaxing North Queensland style ambience, there are 314 rooms including   3  rooms    for   people   with   disabilities.    The  hotel provides  the  perfect   base  to  explore    the   region™s  exciting attractions.   Phone: (07) 4080 1888    e-mail: stay@novotelcairnsresort.com. website: http://www.accorhotels.com.au/0534",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CAIRNS and NORTH Holiday Parks.html,QLD,QLD CAIRNS and NORTH Holiday Parks,CAPE TRIBULATION,Lync Haven Rainforest Retreat,(07) 4098 9155,www.lynchaven.com.au,,YES,YES,NO,NO,NO,"Situated on 40 acres of Tropical Rainforest, Lync-Haven offers a unique tranquil experience for everyone. Catering for groups, individuals and families. Fully Licensed Restaurant and Bar supported with modern kitchen facilities can provide hearty meals, morning & afternoon teas and snacks. BBQ&#39;s are available for that good old Aussie tradition. There is one cabin equipped with bathroom facilities for guests with disabilities.    Phone: (07) 4098 9155 website: www.lynchaven.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD CAIRNS and NORTH Holiday Parks.html,QLD,QLD CAIRNS and NORTH Holiday Parks,Cairns Coconut Holiday Resort  ,Cairns Coconut Holiday Resort  ,07 4054 6644,www.coconut.com.au/,reservations01@treetopsresort.com.au,YES,YES,NO,NO,NO,"Cairns Coconut Holiday Resort is a friendly oasis set amidst 28 acres of immaculate grounds lush with palms, rainforest areas and award winning tropical gardens and is situated on the southern entrance to Cairns, just seven minutes from the city centre.   Tropical Ensuite Cabins Nos. 10 and 16 are accessible for guests with mobility aids with ramped access into each cabin.   Our location in Cairns is perfect for travellers wishing to visit the Great Barrier Reef.   Phone: 07 4054 6644  e-mail: coco@coconut.com.au website: www.coconut.com.au",http://www.australiaforall.com/Images/QLD/Coconut Holiday Resort GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Venues.html,QLD,QLD CAIRNS and NORTH Venues,KURANDA RAILWAY,Freshwater Station Just Nth Of Cairns,kuranda railway - freshwater station just nth of cairns,www.ksr.com.au,,YES,YES,NO,NO,NO,"KURANDA RAILWAY  - Freshwater Station Just Nth Of Cairns CRITERIA     The Kuranda Railway is a one off experience  that encompasses  wonders of the natural world with marvels of human achievement. For 34 kilometres, the 100 year old railway climbs more than 300 meters through tropical rainforest, passes through 15 tunnels, and runs  over 40 bridges.  This is indeed an adventure not to be missed.  There is one carriage accessible to passengers with disabilities together with a lift to access the carriage.",http://www.australiaforall.com/Images/QLD/Kurranda GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH Venues.html,QLD,QLD CAIRNS and NORTH Venues,PORT DOUGLAS,"Quicksilver VIII, Marina Mirage.","port douglas - quicksilver viii, marina mirage.",www.quicksilver-cruises.com,reservations@quicksilver-cruises.com,YES,YES,NO,NO,NO,"PORT DOUGLAS  -  Quicksilver VIII, Marina Mirage. CRITERIA     Australia's award winning Outer Barrier Reef cruise company providing trips from Cairns & Port Douglas has special facilities for wheelchair passengers.  Also available are special commentary sheets for hearing impaired passengers.  At the Outer Barrier Reef there are ramp facilities from the vessel to the floating platform.  Access to the underwater observatory, swim platforms and semi submersible vessels is by stairs only.   On Quicksilver VIII there is a water powered chair lift which enables people with a disability to be lowered into the water to enjoy snorkelling. On Quicksilver VIII there is also  an oversized toilet cubicle, which is suitable for most wheelchair passengers.  A smorgasbord lunch is served on board.",http://www.australiaforall.com/Images/QLD/Quicksilver VIII.jpg
http://www.australiaforall.com/QLD CAIRNS and NORTH Restaurants.html,QLD,QLD CAIRNS and NORTH Restaurants,Vivo Bar & Grill,"49 Williams Esplanade, Palm Cove 4879",+61 7 4059 0944,www.banjosretreat.com.au,dine@vivo.com.au,YES,YES,NO,NO,NO,"The Vivo Bar & Grill is a contemporary style Italian restaurant on the waterfront.  It offers superb service, great quality food and an impressive cocktail and wine list. Enjoy all of this whilst relaxing on the balcony and looking through the palm trees to the beach.   Phone: +61 7 4059 0944 e-mail: dine@vivo.com.au website: http://www.vivo.com.au",http://www.australiaforall.com/Images/QLD/Vivo Bar  & Grill GIFF.gif
http://www.australiaforall.com/QLD CAIRNS and NORTH  CTC.html,QLD,QLD CAIRNS and NORTH  CTC,Birch Carrol & Coylel Cinemas   ,Birch Carrol & Coylel Cinemas   ,,www.birch.com.au/,,YES,YES,NO,YES,NO,"These BCC cinemas are all accessible for film goers who use a mobility aid.  Hearing loops are also fitted to these cinemas.    Phone:   BCC, Earlville - 07 4057 000 Cairns City Cinema - 07 4031 1077 BCC Cairns Centra - 07 4052 1166 website:   www.birch.com.au",http://www.australiaforall.com/Images/QLD/Birch Carrol & Coyle Cinemas.jpg
http://www.australiaforall.com/QLD OUTBACK AREAS  Venues.html,QLD,QLD OUTBACK AREAS  Venues,LONGREACH,Stockmans Hall of Fame,,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO,"  LONGREACH - Stockmans Hall of Fame CRITERIA      The Hall of Fame is wheelchair accessible to most displays.   Wheelchairs are available for complimentary use but bookings are recommended.  The chosen site in Longreach in central western Queensland was once a teamster&#39;s stop beside a large waterhole. From humble beginnings as a stock route junction on the &#39;long reach&#39; of the Thomson River, the town is now serviced by road, rail and air.",http://www.australiaforall.com/Images/QLD/Hall of Fame GIFF.gif
